,text,task_2,PRFN,OFFN,NONE,c_text
1485,Dear coworkers. If I donâ€™t fuck with you outside of work I could care less about what you did this weekend. Letâ€™s get this meeting started now. https://t.co/GcQUz5B1xl,PRFN,1,0,0,dear coworkers if i donâ€trade markt fuck with you outside of work i could care less about what you did this weekend letâ€trade marks get this meeting started now httpstcogcquz5b1xl
1486,"Scientists are begging for data but #Modi is going against science and taking no advice. Global community can't help us if we hide data and deny science.   #ResignPMmodi  please, you're incompetent.  #AndhBhakt #ModiKaVaccineJumla #ModiResign   https://t.co/Xx3X2jdGLc",OFFN,0,1,0,scientists are begging for data but modi is going against science and taking no advice global community can't help us if we hide data and deny science   resignpmmodi  please you're incompetent  andhbhakt modikavaccinejumla modiresign   httpstcoxx3x2jdglc
1487,Death threats to Actor siddharth and his family for exposing BJP What can we expect from the party which files FIR for asking Oxygen ðŸ˜¡ #IStandWithSiddharth https://t.co/4Fwpw4y8Bf #ModiKaVaccineJumla,NONE,0,0,1,death threats to actor siddharth and his family for exposing bjp what can we expect from the party which files fir for asking oxygen ðÿ˜¡ istandwithsiddharth httpstco4fwpw4y8bf modikavaccinejumla
1488,"@RahulGandhi That's the bloody issue, where do we look at, if we are now saying #ResignModi . Congress should come forward and take this as an opportunity and facilitate oxygen, medication etc whatever way possible. Not just tweet without any thought.",PRFN,1,0,0, that's the bloody issue where do we look at if we are now saying resignmodi  congress should come forward and take this as an opportunity and facilitate oxygen medication etc whatever way possible not just tweet without any thought
1489,"@Joewillo180 Said it only a few weeks ago, utter shitbag if he leaves",PRFN,1,0,0, said it only a few weeks ago utter shitbag if he leaves
1490,@republic feel shame to be Indian... Pls try max. save human life...for tat lockdown india!! Widely distribute vaccines for free..... As PM Narendra Modi is a failure...especially in managing health sector infrastructure...... #ResignPMmodi #lockdownindi,OFFN,0,1,0, feel shame to be indian pls try max save human lifefor tat lockdown india widely distribute vaccines for free as pm narendra modi is a failureespecially in managing health sector infrastructure resignpmmodi lockdownindi
1491,@clowntownnuts the motherfucker had to cover his tracks,PRFN,1,0,0, the motherfucker had to cover his tracks
1492,@scroll_in Why in hell is the @RBI governor giving vaccine availability updates???  @narendramodi absconding !!!!   #Resign_PM_Modi,OFFN,0,1,0,in why in hell is the  governor giving vaccine availability updates   absconding    resignpmmodi
1493,@Hendrover @tfalex1892 Again net spend is bollocks He spent 10m on Ritchie 10m on Gayle and 20 odd million on Alimiron. He spent money just because he sold a few players doesnt change that. If Bruce was to sell Saint Maximin his net spend would go down,PRFN,1,0,0,  again net spend is bollocks he spent 10m on ritchie 10m on gayle and 20 odd million on alimiron he spent money just because he sold a few players doesnt change that if bruce was to sell saint maximin his net spend would go down
1494,"Motormouth @MahuaMoitra , BJP has come from 3 to 74.  So how foolish are you to say BJP has lost. But , I like they way you said to @sardesairajdeep , "" how shameful of you "". #BengalBurning",NONE,0,0,1,motormouth   bjp has come from 3 to 74  so how foolish are you to say bjp has lost but  i like they way you said to    how shameful of you  bengalburning
1495,@Unlocked_UK_ @ClarkeMicah Yes I did. Thank fuck for that. It was only going to be like being shot with a bullshit blunderbuss filled with bollocks.,PRFN,1,0,0,uk  yes i did thank fuck for that it was only going to be like being shot with a bullshit blunderbuss filled with bollocks
1496,"Waiver of patent rights to COVID-19 vaccines is a very stupid idea - it fails the very fundamental motivation of innovation and discovery; Pseudo communist mentality of Indians, that makes such demands is very counter productive. #COVID19 #CovidVaccine #Patentschutz",HATE,0,0,0,waiver of patent rights to covid19 vaccines is a very stupid idea  it fails the very fundamental motivation of innovation and discovery pseudo communist mentality of indians that makes such demands is very counter productive covid19 covidvaccine patentschutz
1497,"That's why education is must in our country. Modi govt. Want to destroy this education system because they know the result of this. But they can't trap real education in their communalism, and if they try...they will get slap like this. #Resign_PM_Modi #ModiDisasterForIndia https://t.co/hSNqYqsXd9",HATE,0,0,0,that's why education is must in our country modi govt want to destroy this education system because they know the result of this but they can't trap real education in their communalism and if they trythey will get slap like this resignpmmodi modidisasterforindia httpstcohsnqyqsxd9
1498,"The brain of an 'ascetic' we know. These isn't just a protest against the government, it is the protest to clean the brains of these people. these are the people who get offended over every single thing &amp; cause trouble #AndhBhakt #ModiKaVaccineJumla #YogiJhootaHai #IStandWithModi https://t.co/LiBilFtzOb",HATE,0,0,0,the brain of an 'ascetic' we know these isn't just a protest against the government it is the protest to clean the brains of these people these are the people who get offended over every single thing amp cause trouble andhbhakt modikavaccinejumla yogijhootahai istandwithmodi httpstcolibilftzob
1499,"Sir plz help us . We, the common people of West Bengal, are in great danger. Here TMC activist supporters are openly rioting. Please protect us. They are threatening the opposition every day. Protesting is either destroying the house or killing. #BengalBurning @ANI @ndtv",NONE,0,0,1,sir plz help us  we the common people of west bengal are in great danger here tmc activist supporters are openly rioting please protect us they are threatening the opposition every day protesting is either destroying the house or killing bengalburning  
1500,@AHSHDJDJDJJD Bloody hell no,PRFN,1,0,0, bloody hell no
1501,"India is suffering from the COVID-19 crisis, let’s all give a hand to India 🇮🇳 my heart goes out to the family who have lost their loved ones 🙏🏽#IndiaCovidCrisis",NONE,0,0,1,india is suffering from the covid19 crisis let’s all give a hand to india  my heart goes out to the family who have lost their loved ones folded handsmedium skin toneindiacovidcrisis
1502,"@ANI She mean, this is fake @VMBJP TMC goons attacked my convoy in West Midnapore, broken windows, attacked personal staff. Cutting short my trip. #BengalBurning @BJP4Bengal @BJP4India @narendramodi @JPNadda @AmitShah @DilipGhoshBJP @RahulSinhaBJP https://t.co/2vMLLfW0z3",HATE,0,0,0, she mean this is fake  tmc goons attacked my convoy in west midnapore broken windows attacked personal staff cutting short my trip bengalburning        httpstco2vmllfw0z3
1503,@INCIndia Absolutely shameless !! #ResignPMmodi,OFFN,0,1,0, absolutely shameless  resignpmmodi
1504,"I hope that son of a bitch that hit the 50 year old woman in NEW YORK, goes to prison for life. When and if he ever gets out of prison, you can bet heâ€™ll have a few greeters waiting for him. There may be some greeters waiting for him in the Tombs.",OFFN,0,1,0,i hope that son of a bitch that hit the 50 year old woman in new york goes to prison for life when and if he ever gets out of prison you can bet heâ€trade markll have a few greeters waiting for him there may be some greeters waiting for him in the tombs
1505,"@ndtv TMC goons attacked on union minister's convoy in West Midnapore, broken windows, attacked personal staff. Cutting short my trip. #BengalBurning @BJP4Bengal @BJP4India @narendramodi @JPNadda @AmitShah @DilipGhoshBJP @RahulSinhaBJP https://t.co/VHN4l69Tsz",NONE,0,0,1, tmc goons attacked on union minister's convoy in west midnapore broken windows attacked personal staff cutting short my trip bengalburning        httpstcovhn4l69tsz
1506,"#VaccineShortage #Resign_PM_Modi  ordinary people want peace of mind. U r making jokes in every step . it's not any kind stage show, u r  not 2 be a PM 4 nonsense preparation. modi ji ur baseless decision and overconfidence what did in india maybe we can't revive4more 20 years. https://t.co/3AIWScDxqu",OFFN,0,1,0,vaccineshortage resignpmmodi  ordinary people want peace of mind u r making jokes in every step  it's not any kind stage show u r  not 2 be a pm 4 nonsense preparation modi ji ur baseless decision and overconfidence what did in india maybe we can't revive4more 20 years httpstco3aiwscdxqu
1507,These fucking apartments piss me off weekly,PRFN,1,0,0,these fucking apartments piss me off weekly
1508,@TimesNow @RatanSharda55 @thenewshour Stop this nonsense... Come together and fight corona #Resign_PM_Modi,NONE,0,0,1,   stop this nonsense come together and fight corona resignpmmodi
1509,@LScotty2706 @richsharpe89 @roverschat_ @roverseas @LScotty2706 bloody hell is going to be a long summer for transfers,PRFN,1,0,0,     bloody hell is going to be a long summer for transfers
1510,Every little thing is pissing me off today &gt;:( Whadda heck goin the fuck on?,PRFN,1,0,0,every little thing is pissing me off today gt whadda heck goin the fuck on
1511,"@PamKeithFL I guess they don't want to piss them off, however, they need to bring in some big guns to deal with them. Bribes, blackmail, threats...not concerned at all how they get it done. We're at war. Anything goes.",PRFN,1,0,0, i guess they don't want to piss them off however they need to bring in some big guns to deal with them bribes blackmail threatsnot concerned at all how they get it done we're at war anything goes
1512,"@moreau1_quentin @MicrobiomDigest @thackerpd @Garnet_Smuczer @zenutopia1 @lonnibesancon Bloody hell, all the work on Rickettsiae, bartonellosis and Q-fever is going to need to be replicated isn't it...",PRFN,1,0,0,quentin   smuczer   bloody hell all the work on rickettsiae bartonellosis and qfever is going to need to be replicated isn't it
1513,He voted against migration by voting brexit the wanker https://t.co/5t419W0iq9,PRFN,1,0,0,he voted against migration by voting brexit the wanker httpstco5t419w0iq9
1514,"@HWDSB You can't sweep #Islamophobia #AntiBlackRacism #AntiIndigenousRacism under the carpet by this tweet. This is HOW white supremacy continues to manifest. Face it, acknowledge it, change it w/ action &amp; polices w/ accountability measures 🔥Smiling and being nice DOES NOT erase racism",HATE,0,0,0, you can't sweep islamophobia antiblackracism antiindigenousracism under the carpet by this tweet this is how white supremacy continues to manifest face it acknowledge it change it w action amp polices w accountability measures firesmiling and being nice does not erase racism
1515,"Unless we give greater support to India now we all face disaster. Rather like saying ""OK, so there is a fire in the basement but I'm in the bedroom, so it doesn't effect me"". #IndiaCovidCrisis  #COVID19India  #indiacovid",NONE,0,0,1,unless we give greater support to india now we all face disaster rather like saying ok so there is a fire in the basement but i'm in the bedroom so it doesn't effect me indiacovidcrisis  covid19india  indiacovid
1516,"Friends, how can any leader(in the world) have so much approval rate amidst such chaos, specially when #ResignModi is trending from a more than a week?! It's just not natural!   This is not how our society behaves. We are hurt right now. We are not blind like this #Jhumla poll. https://t.co/taVOHNJBrq",NONE,0,0,1,friends how can any leaderin the world have so much approval rate amidst such chaos specially when resignmodi is trending from a more than a week it's just not natural   this is not how our society behaves we are hurt right now we are not blind like this jhumla poll httpstcotavohnjbrq
